Age of Youngest Offspring,follow
0.589041096,8595
0.575342466,8578
0.578082192,8582
0.580821918,8584
0.583561644,8588
0.58630137,8593
0.216438356,8597
0.221917808,8600
5.989041096,8605
5.98630137,8603
5.991780822,8607
0.657534247,8609
0.660273973,8611
4.830136986,8615
0.663013699,8613
3.035616438,8618
0.287671233,8620
0.290410959,8625
3.038356164,8623
3.04109589,8629
3.046575342,8637
0.293150685,8631
3.043835616,8635
3.049315068,8639
3.071232877,8641
4.873972603,8643
0.326027397,8647
0.178082192,8661
4.906849315,8666
2.610958904,8671
0.764383562,8681
5.643835616,8687
5.646575342,8689
0.767123288,8685
4.131506849,8683
5.649315068,8691
5.652054795,8693
0.780821918,8695
5.654794521,8697
5.657534247,8699
4.961643836,8707
3.167123288,8711
3.169863014,8713
5.695890411,8717
5.698630137,8719
5.701369863,8721
3.21369863,8723
4.216438356,8725
5.835616438,8732
5.838356164,8734
5.84109589,8736
5.843835616,8738
5.846575342,8740
5.849315068,8742
5.852054795,8744
5.854794521,8746
5.857534247,8748
5.246575342,8754
5.249315068,8756
5.252054795,8758
5.254794521,8760
5.257534247,8762
5.260273973,8764
0.709589041,8766
5.263013699,8768
0.712328767,8770
5.265753425,8772
5.268493151,8774
5.271232877,8776
5.273972603,8778
5.276712329,8780
5.279452055,8782
5.282191781,8784
4.545205479,8790
3.545205479,8792
3.547945205,8796
5.356164384,8800
5.35890411,8802
5.361643836,8804
5.364383562,8806
5.367123288,8808
5.42739726,8810
5.284931507,8786
3.542465753,8788
4.547945205,8794
3.550684932,8798
6.202739726,8816
6.205479452,8818
6.208219178,8820
6.210958904,8822
6.21369863,8824
1.032876712,8839
1.035616438,8841
1.038356164,8843
1.04109589,8845
1.043835616,8849
6.295890411,8847
1.046575342,8851
1.073972603,8855
1.076712329,8857
1.079452055,8859
1.082191781,8861
1.084931507,8863
1.087671233,8865
1.126027397,8868
1.128767123,8870
1.131506849,8872
1.134246575,8874
1.136986301,8876
1.139726027,8878
3.890410959,8880
3.893150685,8882
3.895890411,8884
3.898630137,8886
3.901369863,8888
3.904109589,8890
6.2,8814
1.210958904,8894
6.468493151,8896
6.471232877,8898
6.473972603,8900
